,Review_text,Sentiment_NLTK_numeric
4287,Good product.READ MORE,1
4289,very very good productREAD MORE,1
4290,Good durable productREAD MORE,1
4291,Good productREAD MORE,1
4293,Best for outdoor playing.... very good 😁👍READ MORE,1
4296,Nice product .......well experience with flipkart thank you flipkartREAD MORE,1
4298,Good delivery serviceREAD MORE,1
4299,Nice product loved itREAD MORE,1
4300,Good and on timeREAD MORE,1
4301,Very nice according to the price moneyREAD MORE,1
4303,"Very good, durableREAD MORE",1
4304,Excellent productREAD MORE,1
4306,Delivered on time. Happy with delivery serviceREAD MORE,1
4307,Good product but if the time of the stability increased it becomes perfect product.READ MORE,1
4309,Value for moneyREAD MORE,1
4311,Good productREAD MORE,1
4315,Great product ...durable ...quality is also good when compared to the local marketsREAD MORE,1
4320,Best productREAD MORE,1
4321,At last I got it. Although very late due to lock down. Delivery man Mr. JP is a good and soft behave person. Thanks JP...READ MORE,1
4322,Better shuttles from another shuttlesREAD MORE,1
4325,"Awesome product. Trust me it's worth every penny you spend on it. It's durable, heavy enough and retains it's form even after a long day's play.READ MORE",1
4326,Good productREAD MORE,1
4327,Good products and good price than outside market..mainly during this lockdownREAD MORE,1
4330,Good productREAD MORE,1
4335,Exceptional shuttles with good outdoor performance i.e with natural wind outside it has good aerodynamics anfd flight.trust yonex 350 and rough and toughREAD MORE,1
4336,Awesome shuttle. Durable tooREAD MORE,1
4340,Quick delivery with a good delivery person . Nice quality you can just go for it .READ MORE,1
4343,Not felt like originalREAD MORE,0
4344,Best shuttle good product best quality and fastest delivery in 1 day delivered next dayREAD MORE,1
4345,Good Quality shuttle. One shuttle goes more than a weekREAD MORE,1
4346,good produvtREAD MORE,1
4347,Good but online product pictures clarification must be necessaryREAD MORE,1
4349,"Fabulous , go with this.READ MORE",1
4351,Nice productREAD MORE,1
4352,Perfect for indoorsREAD MORE,1
4353,Owsome product best in this range.READ MORE,1
4354,excellent productREAD MORE,1
4355,Better life using it with perfect playREAD MORE,1
4357,One shuttle was of medium quality. But the other four shuttles are great. I searched for the scratch code in sunrisetnt website and found it to be genuinene.READ MORE,1
4359,Delivery very fast and original productREAD MORE,1
4361,"These are superb and original. Before ordering, I had a doubt whether I would get right product. While opening itself, I have understood that they are original and after playing, highly satisfied. Thank you.READ MORE",1
4363,Good productREAD MORE,1
4364,Original productREAD MORE,1
4367,Very nice 👌READ MORE,1
4369,"Superb, original quality.READ MORE",1
4370,Worth for moneyREAD MORE,1
4371,Worth and price is lessREAD MORE,1
4375,Nice productREAD MORE,1
4376,Best experienceREAD MORE,1
4377,Very bad because I repeated order but he send cheap quality shattelsREAD MORE,0
4380,Good qualityREAD MORE,1
4382,Cheapest rate ever for the best outdoor cork.READ MORE,1
4383,Nice Product ..... Specially good choice for SmashesREAD MORE,1
4385,Quality was ok but cost of this product is too highREAD MORE,1
4386,it's a best shuttle for playing outside .READ MORE,1
4389,Good productREAD MORE,1
4391,Not a good qualityREAD MORE,0
4393,"I am regularly playing with mavis 350, it is durable and good, cost effective, it lasts for 8 to 10 gamesREAD MORE",1
4395,Perfect thank you productREAD MORE,1
4397,this is best for smashREAD MORE,1
4399,very nice product 👍READ MORE,1
4401,"Quality is not good, this is not like original one.READ MORE",0
4402,Nice product for the bigginerREAD MORE,1
4403,Very Good PoductREAD MORE,1
4407,Original & nice productREAD MORE,1
4408,Good productREAD MORE,1
4412,good product but delivery too lateREAD MORE,1
4414,Original product thanks to flip cardsREAD MORE,1
4415,Excellent work by flipkartREAD MORE,1
4417,Not moving quick. I have better experience with MAVIS 200iREAD MORE,1
4420,Good Product by flipkart. Thanks for faster deliveryREAD MORE,1
4421,Nice qualityREAD MORE,1
4424,Good productREAD MORE,1
4426,Nice 👌👌👌👌READ MORE,1
4428,Awesome product and highly durableREAD MORE,1
4429,very nice product 👌👌 at a better priceREAD MORE,1
4430,Nice product good performanceREAD MORE,1
4432,Good oneREAD MORE,1
4433,Good productREAD MORE,1
4436,good shuttleREAD MORE,1
4437,Good one.READ MORE,1
4439,From the beginning i like these shuttles.I am happy to buy it again.READ MORE,1
4441,I think most of people know about this product who play badminton so no need to tell about this productREAD MORE,0
4443,Good quality and reasonable priceREAD MORE,1
4444,Great One!READ MORE,1
4446,Good quality original shuttleREAD MORE,1
4447,Great product..READ MORE,1
4449,Original brandREAD MORE,1
4451,Nice one..READ MORE,1
4452,Best playing experience with this shuttle cork..............It's amazing productREAD MORE,1
4454,It is soo nice .l like to play with it in indoorREAD MORE,1
4457,Delivery at time and all the safety precautions has been followed by the delivery manREAD MORE,1
4460,Excellent product from FlipkartREAD MORE,1
4461,Nice shuttle . Must buy . It is better than the other brandsREAD MORE,1
4468,nice productREAD MORE,1
4469,Nice productREAD MORE,1
4470,Very valuable for this price in lockdown timeREAD MORE,1
4473,Superb product.READ MORE,1
4480,Good product.READ MORE,1
4481,Good productREAD MORE,1
4482,Nice productREAD MORE,1
4483,Super fast delivery thanku pruthvi delivery boyREAD MORE,1
4484,Not Good It is so HardREAD MORE,0
4485,Super it's really amazingREAD MORE,1
4486,Good product. We play daily for 2 hrs. Each shuttle comes for a week atleastREAD MORE,1
4487,"Very nice, used mavis 10 before, but this is on another level. U can feel the difference only after using it.READ MORE",1
4488,Best in businessREAD MORE,1
4489,Good shuttles. Felt like bit expensive than sports shop.READ MORE,1
4490,"Nice, perfect shot & quality product...READ MORE",1
4492,It's not long lasting I'm playing only 1 days and this product Was damaged I'm very disappointed for this productREAD MORE,0
4493,Value for moneyREAD MORE,1
4501,Best of outderREAD MORE,1
4504,Good product service is goodREAD MORE,1
4505,Good ProductREAD MORE,1
4506,Bad quality and doesn't lasts for more than 5 games. Both base and shuttle are separated automatically while playing. I was hear fully disappointed with the quality of the product.READ MORE,0
4507,Nice one.READ MORE,1
4510,Better than mavis 10 and 1000READ MORE,1
4511,good product 👍excellentREAD MORE,1
4512,Good quality.READ MORE,1
4513,Quality is better than yellowREAD MORE,1
4514,Finally got original productREAD MORE,1
4517,Good shuttleREAD MORE,1
4518,"Orginal shuttle. Best buy while comparing same product from shops, shop one's don't last more and goes like bullet. This one is really fun to play with. Feel is excellent.READ MORE",1
4519,Good product.READ MORE,1
4520,"Poor quality, very old stock provided.READ MORE",0
4521,Very good shuttle Superp durability compared to other.Original Very reliableIn budget item.READ MORE,1
4522,Super product it lasts for 3 to 4 yearsREAD MORE,1
4523,Good qualityREAD MORE,1
4524,Very happy with the quality and deliveryREAD MORE,1
4525,Good productREAD MORE,1
4526,Good quality productREAD MORE,1
4527,best shuttle in less price nice 😊😊😊😊😊READ MORE,1
4528,Good productREAD MORE,1
4531,Very bad 😧👎 quality this packREAD MORE,0
4532,Good product fast delivery flipkart.READ MORE,1
4534,Well fine and good Got the product in timeREAD MORE,1
4535,Good for beginnersREAD MORE,1
4536,my experience was quite good with this product till date.READ MORE,1
4544,Good qualityREAD MORE,1
4545,Good cap very  very game so better......READ MORE,1
4546,good bestREAD MORE,1
4548,Product is nice and delivered in time..READ MORE,1
4551,Original shuttle very fine for play outside too.READ MORE,1
4552,Nice productREAD MORE,1
4553,Very good shuttleREAD MORE,1
4554,Awesome product..READ MORE,1
4557,Good productREAD MORE,1
4559,product is not good2 shuttles got broken in only 3 matches It's my advice don't buy itREAD MORE,0
4560,Good product...thnx flipcartREAD MORE,1
4561,Yonex Mavis 350 Nice quality.....and delivery also on time thank u flipkart....READ MORE,1
4562,Nice qualityREAD MORE,1
4563,Good productREAD MORE,1
4565,Value for moneyREAD MORE,1
4566,No words about this.... awesome productREAD MORE,1
4567,I felling Very good when I play.READ MORE,1
4568,Nice product.READ MORE,1
4570,After playing one match the... Cap is rotating..  poor quality..... Second quality..... 3 times i got second quality....yonex Cheating us......READ MORE,0
4571,Super Durable ShuttelsREAD MORE,1
4572,Poor qualityREAD MORE,0
4575,Nice productsREAD MORE,1
4576,Good product good delivery serviceREAD MORE,1
4577,The quality of the shuttle is very bad. The product received is defective. The cork is getting damaged only for one gameREAD MORE,0
4578,Awesome purchaseREAD MORE,1
4579,Good serveceREAD MORE,1
4580,Very nice and best priceREAD MORE,1
4583,good product..READ MORE,1
4584,"Very disappointed. The ones I bought on January was bad and did not last even a month. This is even worse. I ordered ""SLOW"" but God alone knows how- the shuttles are mostly SUPER FAST.. Sounds heavy the moment it touches the racket strings.?READ MORE",1
4588,Best in The MarketREAD MORE,1
4589,Good shuttleREAD MORE,1
4590,Good product and delivery  thanks to flipcartREAD MORE,1
4591,Best in class followed by durabilityREAD MORE,1
4593,NO BADREAD MORE,0
4594,Good productREAD MORE,1
4596,Good productREAD MORE,1
4597,Super perfect flyREAD MORE,1
4598,poor quality.....READ MORE,0
4599,Good shuttleREAD MORE,1
4601,What a shuttle like yonex branding best shuttles everREAD MORE,1
4602,Better for both indoor and outdoorREAD MORE,1
4605,Best quality 👌READ MORE,1
4606,good stuff....READ MORE,1
4608,Good productREAD MORE,1
4609,nice shuttleREAD MORE,1
4612,Good qualityREAD MORE,1
4613,"Good one , timely deliveredREAD MORE",1
4614,Aswm product i am happy with itREAD MORE,1
4616,Nice one. Very durable.READ MORE,1
4618,Good Product and Excellent ServiceREAD MORE,1
4619,Good qualityREAD MORE,1
4622,Good qualityREAD MORE,1
4624,Got original ones .READ MORE,1
4626,Good choiceREAD MORE,1
4627,Good service and good productREAD MORE,1
4630,Poor qualityREAD MORE,0
4639,Good we can buyREAD MORE,1
4640,Good product and timely deliveredREAD MORE,1
4644,Damage product...READ MORE,0
4646,Very very bad qualtyREAD MORE,0
4647,great lovebitREAD MORE,1
4650,"Not For pro players, it wl hardly last 2daysFeather like quality bt low temperREAD MORE",1
4651,"Good and lasting, it is normal, i think it is the bestREAD MORE",1
4652,nice landing safely nice shuttlesssssREAD MORE,1
4654,Good quality of the productREAD MORE,1
4655,good quality of shuttles.....READ MORE,1
4658,thank you....READ MORE,1
4659,Excellent condition/performance...READ MORE,1
4664,Awesome look & materialREAD MORE,1
4665,I love this productREAD MORE,1
4669,Only for 2-4 game ...Very bad quality..not as original productREAD MORE,0
4674,Good shuttleREAD MORE,1
4675,Kk good not badREAD MORE,1
4678,good productREAD MORE,1
4680,good gualityREAD MORE,1
4681,Genuine product low cost👍READ MORE,0
4682,very good product. speed of the shuttle in the air is good.READ MORE,1
4684,Good qualityREAD MORE,1
4685,kwality is best ..READ MORE,1
4686,bad quality .. don't waste your money ...READ MORE,0
4688,Wonderful product delivered timely by Flipkart. Thank you filipkart.READ MORE,1
4691,Best choice for Indian conditions. Lasts longer for beginners and intermediate players. Always receiving original product from Flipkart.READ MORE,1
4692,Nice product.......... durable alsoREAD MORE,1
4698,In 6 Shuttles only 2 are original shuttles....READ MORE,1
4699,Super QualityREAD MORE,1
4700,good just like feather shuttleREAD MORE,1
4703,Best in Value. Used it.READ MORE,1
4704,Original productREAD MORE,1
4705,good qualityREAD MORE,1
4707,"Excellent service, got in one day even at remote location like GangtokREAD MORE",1
4708,Best product and lowest price 664READ MORE,1
4710,Nice shuttle you can order itREAD MORE,1
4711,Very good correct flight and reliableREAD MORE,1
4712,Useless  productREAD MORE,0
4713,Good product fast deliveryREAD MORE,1
4714,Original item with much lower price than the local market.READ MORE,1
4716,Very good.. thanks fkartREAD MORE,1
4717,Not of good quality plesae don't purchaseREAD MORE,0
4718,Nice shuttleREAD MORE,1
4720,"Good,  but light wet heREAD MORE",1
4722,Good itemREAD MORE,1
4723,good oneREAD MORE,1
4726,thanks flipcartREAD MORE,1
4729,I'm a regular buyer but this time I got very bad quality shuttlesREAD MORE,0
4730,Very bad product given faults in the shuttlesREAD MORE,0
4735,Great for playREAD MORE,1
4736,Good productREAD MORE,1
4738,Such a good product ? for shuttle loversREAD MORE,1
4742,superb shuttlesREAD MORE,1
4743,original yonex shuttlecocksREAD MORE,1
4744,strong n durableREAD MORE,1
4746,"this is not original shuttle , fulll money wasteREAD MORE",0
4748,Nice productREAD MORE,1
4750,It's a good purchase.READ MORE,1
4751,one day for one shuttle worst quality by flipkartREAD MORE,0
4756,nice productREAD MORE,1
4757,good oneREAD MORE,1
4758,good productREAD MORE,1
4759,good productsREAD MORE,1
4760,Good productREAD MORE,1
4761,1 shuttle max can be played 2 times considering 1.5 hrs hard play time.  But good thing is seller sends the genuine product as Sunrise authentication passed. Ordered second one.READ MORE,1
4763,"Always the best,satisfaction guaranteed.never disappoints me. only issue, the bottom cork might crack if gets hard hit by the metal frame of the racquet. easily lasts to 1 week per shuttle even after harsh gameplay.always the best, MAVIS 350😍💗💖READ MORE",1
4764,very nice shuttle I fall in love with this shuttle got It be very cheap from flipkart thanks flipkart for saving my moneyREAD MORE,1
4765,"This time quality not good, please care about it brotherREAD MORE",0
4766,original and yes the best shuttle in the market ryt now.READ MORE,1
4767,excellent product.. good quality..  🥰 loved it...  and last longREAD MORE,1
4768,Bad qualityREAD MORE,0
4769,great but seems fast than naturalREAD MORE,1
4770,These are low quality shuttles which do not sustain even for a 2 hour game. Please do not buy from here.READ MORE,1
4771,It's awesome ...READ MORE,1
4774,Nice productREAD MORE,1
4776,good product fullfill my expectation thank you flipkartREAD MORE,1
4779,worst productREAD MORE,0
4780,"Original one, very nice to play.. bought this @ 699...READ MORE",1
4783,Good oneREAD MORE,1
4784,I am happy with this productREAD MORE,1
4787,"original from yonex, great value for moneyREAD MORE",1
4789,good productREAD MORE,1
4792,good qualityREAD MORE,1
4795,superb productREAD MORE,1
4796,good productREAD MORE,1
4797,good product and Long time certificationREAD MORE,1
4798,Bad qualityREAD MORE,0
4805,Nice delivery of the product and very punctual according to the timingREAD MORE,1
4806,get damaged very soonREAD MORE,0
4807,original productREAD MORE,1
4808,Best purchaseREAD MORE,1
4809,great productthanks FlipkartREAD MORE,1
4811,Nice ProductREAD MORE,1
4812,worth for moneyREAD MORE,1
4814,worst. two pieces were damaged tooREAD MORE,0
4815,some shuttle are too good and some are not that muchREAD MORE,1
4816,Very good productREAD MORE,1
4818,Quality not good giving damage goods .READ MORE,0
4822,nice productREAD MORE,1
4823,Meterial is low qualityREAD MORE,0
4824,nice productREAD MORE,1
4825,very nice shuttleREAD MORE,1
4826,It's very attractive and smart...READ MORE,1
4827,not good for wintersREAD MORE,0
4828,Nice shuttleREAD MORE,1
4829,Thanks flipkart for delivering in just 12hrs.READ MORE,1
4830,I am satisfied with the productREAD MORE,1
4831,Not a good product  shuttle damages for only for 3 matchesREAD MORE,0
4834,super productREAD MORE,1
4835,very good perfomingREAD MORE,1
4836,Good quality  genuine productREAD MORE,1
4841,best quality productREAD MORE,1
4842,I like itREAD MORE,1
4843,It's look very hard.. For playing not a original quality....READ MORE,1
4848,damaged so early.READ MORE,0
4849,nice productREAD MORE,1
4851,not satisfied with the quality of productREAD MORE,0
4853,Very good product at a reasonable price.READ MORE,1
4855,Good as usualREAD MORE,1
4856,good and genuineREAD MORE,1
4858,some shuttle were very poor qualityREAD MORE,0
4862,good service and nice productREAD MORE,1
4863,Very good product .. we hv been playing with this product from two years..READ MORE,1
4864,Ready to play..☺️ Best price..READ MORE,1
4867,"great quality product , deserve the price @699.READ MORE",1
4870,varry good productREAD MORE,1
4871,nice productREAD MORE,1
4875,packing was very bad. All shuttles damaged.READ MORE,0
4876,good onewe are playing outdoor and indoorREAD MORE,1
4880,Nice shuttle quality.READ MORE,1
4883,Nice but seems it is not original.READ MORE,1
4884,"nice shuttle, full control over palyREAD MORE",1
4886,good qualityREAD MORE,1
4889,Bad productsREAD MORE,0
4890,ok okREAD MORE,1
4903,very good product and value of moneyREAD MORE,1
4904,Very good productREAD MORE,1
4905,Good product.READ MORE,1
4911,good quality nowREAD MORE,1
4913,very good shuttleREAD MORE,1
4916,original productREAD MORE,1
4917,bad productREAD MORE,0
4918,very good  quality  this  item'sREAD MORE,1
4923,East Or West FlipKart Is the best..... Became a FlipKart fan by delivering within a day. .READ MORE,1
4924,poor quality item got this time..READ MORE,0
4925,"seems like not original product disappointed, 50% shuttles wobbling and remaining last for just 1 or 2 matches..READ MORE",1
4926,"quality is Soo good ,but delivery date is Soo late it shows 14 Dec but I received 17 Dec so don't waste ur time order it in another appREAD MORE",1
4928,old stock are sold not a single peace was goodREAD MORE,0
4929,don't buy anyone this shuttle on Flipkart site....  worst quality productREAD MORE,0
4930,excellent productREAD MORE,1
4931,nice productREAD MORE,1
4932,Good facilityREAD MORE,1
4934,"Good one, I have read lot of negative review for Mavis 350.when purchase online, but this time I will say it's a better products, good quality...READ MORE",1
4935,loved it.... original product delivered on time....READ MORE,1
4939,received a genuine product...very good and original qualityREAD MORE,1
4940,Amazing productREAD MORE,1
4941,not value for moneyREAD MORE,0
4942,good and light weightREAD MORE,1
4944,awesome goodREAD MORE,1
4945,Nice product satisfiedREAD MORE,1
4946,very nice & best qualityREAD MORE,1
4948,1st 3 corks got damaged very fast. and rest 3 were goodREAD MORE,0
4949,Good product for this price..READ MORE,1
4952,nice item... u must buyREAD MORE,1
4954,Happy with FlipkartREAD MORE,1
4955,bad productsREAD MORE,0
4956,nice ProductREAD MORE,1
4957,bad qualityREAD MORE,0
4958,Yonex Mavis 350 Is Not Pure Shuttle  Dummy Not A Genuine Bad Quality And  So Old Pak. Date On Box Jan 2019 ....READ MORE,1
4959,Good But Price a little bit highREAD MORE,1
4960,Best in classREAD MORE,1
4965,"good price range,thanq flipkart.READ MORE",1
4972,worth productREAD MORE,1
4973,somthing best for youREAD MORE,1
4974,nice . premium productREAD MORE,1
4977,worst quality fraud materialsREAD MORE,0
4978,not so good 6 shuttle and only 9 days we playREAD MORE,0
4980,nice productREAD MORE,1
4982,no difference..... orginal product.READ MORE,0
4983,Nice Product.READ MORE,1
4985,good worth priceREAD MORE,1
4986,durability of the cork is very bad and it  is not enough for even one dayREAD MORE,0
4987,Few shuttle corks look like they may break down within few minutes of play. Otherwise all okay!READ MORE,1
4989,Very nice shuttlesREAD MORE,1
4991,very bad product ☹️ wast of moneyREAD MORE,0
4994,good productREAD MORE,1
4995,Plz go for it. Really worth for every cork. our friends are really happy with the reliability of this pack.READ MORE,1
4997,nice Best in outdoor game 👌READ MORE,1
4998,Very nice product i love itREAD MORE,1
4999,nice productREAD MORE,1
5001,Good qualityREAD MORE,1
5003,Always best and fineREAD MORE,1
5004,Nice product. Best for outdoor.READ MORE,1
5008,nice productREAD MORE,1
5009,Good Product....READ MORE,1
5010,very Good crockREAD MORE,1
5011,awesome product Mavis 350 is superREAD MORE,1
5012,good qualityREAD MORE,1
5013,nice prudectREAD MORE,1
5014,great productREAD MORE,1
5018,worst product...don't even last 2 matchesREAD MORE,0
5019,Worst qualityREAD MORE,0
5020,Very good productREAD MORE,1
5022,good quality and genuine product..READ MORE,1
5025,lovely productREAD MORE,1
5031,Very Good ProductREAD MORE,1
5032,Excellent product thanks flipkartREAD MORE,1
5033,Nice oneREAD MORE,1
5035,good shuttle ... very good to flyREAD MORE,1
5037,best but price is very hight on FlipkartREAD MORE,1
5040,nice product in cheap costREAD MORE,1
5041,very good productREAD MORE,1
5044,quality is not feel so upto the mark. shredded during play with shuttle in a weekREAD MORE,1
5046,very very good productREAD MORE,1
5047,Nice. Good for practice sessions. Good quality.READ MORE,1
5048,Worth your moneyREAD MORE,1
5049,nice compared priceREAD MORE,1
5051,Good Shuttle.READ MORE,1
5052,Nice shuttleREAD MORE,1
5054,excellent just love it thanks flipkartREAD MORE,1
5058,super product.READ MORE,1
5059,Very good productREAD MORE,1
5066,product is good and delivery is too fast.. thanks for sharing best product in this price....READ MORE,1
5069,Nice productREAD MORE,1
5070,good productREAD MORE,1
5071,value for moneyREAD MORE,1
5072,good but but improve qualityREAD MORE,1
5073,super shuttle very niceeREAD MORE,1
5074,one shuttle was not in good condition due to lack of packingREAD MORE,0
5077,Good packing i think seller is too bad becase i got bad product this time less quality and its broken fast pure china local productREAD MORE,0
5079,the original quality product. Good packing. swift delivery Makes Happy CustomerREAD MORE,1
5080,original shuttleREAD MORE,1
5082,Damaged rapidly.READ MORE,0
5084,Original qualityREAD MORE,1
5087,Good grip for all sideREAD MORE,1
5088,"Item looks duplicate.  it doesn't look original shuttle. After player one yr, shuttle becomes useless. Earlier we use to play 3-4 hr with one shuttle.READ MORE",0
5090,best shuttle for outdoorREAD MORE,1
5092,original product. played yesterday and all is wellREAD MORE,1
5094,Good for playREAD MORE,1
5097,Shuttles are good but the box seems to be not that good qualityREAD MORE,1
5098,Guys lots of shuttles inside the box are damaged and doesn't have correct weight for indoor playThe shuttles inside the box are all wobbling.. Plz don't buy from flipkart we have other sites where u will find genuine sellersPlz beware of this productREAD MORE,0
5099,Good productREAD MORE,1
5102,very good product long lasting for indoor gameREAD MORE,1
5103,very nice qualityREAD MORE,1
5104,Poor qualityREAD MORE,0
5105,good product. Suggest to buy.READ MORE,1
5107,thanks flipcart...very niceREAD MORE,1
5109,"bad product ,poor quality , really disappointedREAD MORE",0
5111,Behtareen.. i keep on ordering this monthly.. good for intermediate players like me..READ MORE,1
5116,"high rate, quality poor early brokenREAD MORE",0
5118,Product is good but manufacturers date is in August.READ MORE,1
5119,great product in reasonable priceREAD MORE,1
5120,good qualityREAD MORE,1
5121,Good qualityREAD MORE,1
5123,nice productREAD MORE,1
5124,out of 6 ... 3 will be fast and 3 will be slow... after returning the they sends the same with packing it fresh ... it's by YonexREAD MORE,1
5126,ORIGINAL PRODUCTREAD MORE,1
5129,good delivery n originalREAD MORE,1
5130,nice oneREAD MORE,1
5131,ok bettarREAD MORE,1
5132,good for beginnersREAD MORE,1
5133,good for outdoorsREAD MORE,1
5134,Nice oneREAD MORE,1
5135,This is the first time i have received bad quality of product. shuttles are of bad qualities and very slow. Really disappointed.READ MORE,0
5136,shuttle always good.  timely delivered 👍READ MORE,1
5137,fine qualityREAD MORE,1
5138,very good product Fkipkart very quickly devilry the item thanks to FkipkartREAD MORE,1
5139,nice productREAD MORE,1
5140,good for regular practice. and nice quality.READ MORE,1
5141,Delivery time given is 10 days and also took a day extra. Did not meet the promised delivery date.Product is good.READ MORE,0
5143,Worthy product.  Very durable in outdoor practice.  Nice productREAD MORE,1
5145,"very bad, slowREAD MORE",0
5146,"Good for indoor, grab this if you like super slow shuttlesREAD MORE",1
5154,"product delivered on time 👍, I checked all shuttles are were fine no wobbling or damage piece. for me its 100%geniuneREAD MORE",0
5156,original productsREAD MORE,1
5158,Good quality shuttleREAD MORE,1
5159,Good I love itREAD MORE,1
5160,original product delivered with lightening  speedREAD MORE,1
5161,good productREAD MORE,1
5162,good oneREAD MORE,1
5163,good for practiceREAD MORE,1
5167,very worst shuttle is looking like 30 RS per pieceREAD MORE,0
5168,Good productREAD MORE,1
5169,good product and best shuttlecock.READ MORE,1
5171,Excellent Item and delivery service provided by FlipkartREAD MORE,1
5175,Good poductREAD MORE,1
5180,nice productREAD MORE,1
5181,original product received . Thank you for speedy delivery.READ MORE,1
5182,good nice 👍READ MORE,1
5184,Nice shuttleREAD MORE,1
5185,"Got the original product, thanks to flipkart and the vendor supplierREAD MORE",1
5187,always awesome 👍READ MORE,1
5188,Very nice Product 👌😊READ MORE,1
5190,shuttles are good and durable lasted for 6 rapid games.READ MORE,1
5193,Superb productREAD MORE,1
5195,"yesterday received that product but it is damaged,i am very disappointed and i lost my moneyREAD MORE",0
5196,good quality shuttlecocksREAD MORE,1
5198,Love the product..READ MORE,1
5200,good productREAD MORE,1
5203,quality and packing is super awesome...READ MORE,1
5204,Very good quality shuttlesREAD MORE,1
5206,Thanks for it😀😀😀😀READ MORE,1
5207,go for it.... perfect for matches of intermediate to professional levelREAD MORE,1
5208,best qualityREAD MORE,1
5209,Super as expectedREAD MORE,1
5210,Best to playREAD MORE,1
5211,"very nice product,good qualityREAD MORE",1
5212,Received an original and sealed product at a better price than the local sports stores.READ MORE,1
5216,good product and profit useable thanks FlipkartREAD MORE,1
5217,best shuttles for all & long lifeREAD MORE,1
5218,good qualityREAD MORE,1
5219,Original product and as we know it is best in its segment.READ MORE,1
5222,This is not original ... It's light weighted. But it's ok ok . You can play. But durability is another issue. These shuttles are not long lastingREAD MORE,1
5224,it's not good qualityREAD MORE,0
5226,good and nice speeds of shuttlesREAD MORE,1
5229,good product . happy with the shuttle .READ MORE,1
5233,finest shuttle for practice. The durability of shuttle is awesome.I bet you won't regret after playing.READ MORE,1
5234,nice quality shuttlesREAD MORE,1
5235,best delivery manREAD MORE,1
5236,fine and good dilevaryREAD MORE,1
5238,good quality and good costREAD MORE,1
5240,Nice qualityREAD MORE,1
5241,good qualityREAD MORE,1
5242,good productREAD MORE,1
5243,It's is good for intermediate players not best but better then otherREAD MORE,0
5244,strong build for any rough game nice movement and speed.READ MORE,1
5247,this is the best plastic shuttleREAD MORE,1
5248,nice productREAD MORE,1
5250,Awesome got with 699READ MORE,1
5252,"awesome, Nice productREAD MORE",1
5254,Not Satisfactory. Shuttles are a little fast. The quality seem to have degraded.READ MORE,0
5255,on first attempt flipkart send local product when I replace order then  I received yonex mavis 350 thanks flipkartREAD MORE,1
5257,working well in out door gameREAD MORE,1
5258,marvellous product good for beginnerREAD MORE,1
5261,Product seemed original. Fine quality. Although it breaks like a ice cream cone if explodes to even a little moisture.READ MORE,1
5262,waste it is slow. any one want to purchase go retail storesREAD MORE,0
5270,"Good one as expected,.READ MORE",1
5272,"Original product in intact form, delivered. Nothing to comment on a branded product, like Yonex. Thanks !!!READ MORE",1
5276,Good in quality.  probably the best nylon shuttle. just go for it.READ MORE,1
5281,best shuttlecocksREAD MORE,1
5283,"Nice flight, good control & perfect on bat!! Writing after playing 2 times!READ MORE",1
5285,good performance but not very goodREAD MORE,1
5286,flipkart is the best online site.READ MORE,1
5287,"Havebeen ordering shuttles over a year now , 100% orignal products, and if incase at times shuttles are damaged flipkart is quick n hastle free to replace them, thankyou for fair price n great services...READ MORE",1
5288,Good shuttle for all playersREAD MORE,1
5291,shuttle is very good for average to beginners.READ MORE,1
5292,nice one good quality for priceREAD MORE,1
5293,Best among nylon shuttlesREAD MORE,1
5295,"I brought yonex green cap for SLOW, but some of the shuttle in the same box is fast, i think they mix original and duplicate, and making us fool...READ MORE",1
5296,Excellent product (genuine one).READ MORE,1
5297,good qualityREAD MORE,1
5298,Its very very bad productREAD MORE,0
5300,Best QualityREAD MORE,1
5302,worth of moneyREAD MORE,1
5304,I received original productREAD MORE,1
5305,Go for it good quality genuine shuttlesREAD MORE,1
5309,"Nice product for indoors, not suitable for outdoors.READ MORE",1
5311,Good and nice.READ MORE,1
5312,It is good suttalREAD MORE,1
5313,very nice productREAD MORE,1
5315,the product delivered was original but the packet was flattened due to which the shuttles have lost their shape.defective shuttles receivedREAD MORE,0
5319,Awesome ...READ MORE,1
5320,"I have been ordering these since a long time, shuttles used to be good and long lasting for rigorous games and used to last 90mins at least.But this time, I am really disappointed with the quality. the shuttles are starting to rotate just over couple of sets. Never expected, this quality for a bulk order of 3 tubes.READ MORE",0
5323,Nice productREAD MORE,1
5325,good oneREAD MORE,1
5328,good for daily practiceREAD MORE,1
5329,it v good for coart but not good for homeREAD MORE,1
5330,excellent and authentic productexcellent packagingfaster deliveryREAD MORE,1
5331,Great Product and perfect delivery time.READ MORE,1
5332,Super productREAD MORE,1
5333,okay okay shuttlesREAD MORE,1
5336,original Product correct delveryREAD MORE,1
5338,Nice productREAD MORE,1
5339,Awesome product 100% original & DurabilityREAD MORE,1
5340,poor quality shuttle they have sent.  may be it is a old stock. one shuttle broke within 1 day. only 7 games i have played with this shuttle.READ MORE,0
5341,super but rate is very highREAD MORE,1
5342,Nice oneREAD MORE,1
5344,nice oneREAD MORE,1
5345,value for moneyREAD MORE,1
5346,Nice original product just love playing badminton nowREAD MORE,1
5347,I doubt this may not be a genuine product...READ MORE,0
5351,Original yonex product.. visit yonex sunrise website for originality.. scratch code an led type code in that website..READ MORE,1
5354,As expected. Excellent one.READ MORE,1
